Millis,Leituras
9103,0
9114,101
9124,37
9135,0
9146,105
9156,4
9166,78
9178,113
9188,11
9198,113
9209,44
9220,0
9230,101
9241,6
9251,0
9262,104
9272,4
9283,106
9293,93
9304,0
9315,100
9325,5
9335,0
9347,79
9357,0
9367,97
9377,80
9389,0
9399,102
9409,0
9420,0
9431,102
9441,0
9452,87
9462,104
9473,4
9483,109
9494,0
9504,0
9515,98
9526,0
9536,0
9546,104
9558,5
9568,108
9578,49
9589,0
9600,100
9610,0
9620,0
9631,84
9641,0
9652,0
9663,54
9673,0
9683,101
9695,0
9705,0
9715,59
9725,0
9737,0
9747,59
9757,0
9767,103
9779,6
9789,0
9799,104
9810,0
9821,0
9831,68
9842,0
9852,101
9863,20
9874,0
9884,72
9894,1
9905,0
9916,64
9926,0
9936,101
9948,17
9958,0
9968,102
9979,0
9990,0
10000,100
10011,3
10021,0
10032,28
10043,0
10053,102
10063,0
10075,0
10085,91
10095,0
10106,101
10117,73
10127,0
10138,100
10148,9
10159,0
10170,101
10180,0
10190,3
10202,105
10212,0
10222,107
10233,19
10244,0
10255,94
10265,0
10275,85
10287,107
10297,0
10307,103
10318,52
10329,0
10339,99
10350,0
10360,0
10371,66
10382,0
10392,101
10402,80
10414,0
10424,101
10435,10
10445,0
10456,106
10467,0
10477,87
10487,86
10499,0
10509,101
10519,25
10530,0
10541,106
10552,0
10562,0
10572,102
10584,2
10594,7
10604,77
10615,1
10626,109
10636,15
10647,5
10657,89
10668,0
10679,93
10689,55
10699,0
10711,102
10721,27
10731,0
10742,100
10753,1
10764,74
10774,68
10784,8
10796,0
10806,63
10816,0
10827,102
10838,6
10848,0
10859,71
10869,0
10880,0
10891,81
10901,0
10911,101
10923,14
10933,0
10943,102
10954,1
10964,0
10975,75
10986,3
10996,0
11006,33
11018,0
11028,102
11038,0
11049,59
11060,83
11071,0
11081,103
11091,90
11103,0
11113,99
11123,3
11134,0
11145,82
11155,2
11166,0
11176,60
11187,0
11198,103
11208,2
11218,0
11230,102
11240,0
11250,0
11261,101
11272,0
11282,0
11293,34
11303,0
11314,102
11325,0
11335,0
11345,103
11357,0
11367,0
11378,45
11388,1
11399,107
11410,11
11420,0
11430,101
11442,0
11452,3
11462,102
11473,0
11484,102
11494,0
11505,0
11515,101
11527,0
11537,0
11547,66
11558,0
11569,103
11579,57
11590,5
11600,111
11611,28
11622,32
11632,125
11642,7
11654,103
11664,107
11675,0
11685,104
11696,37
11707,0
11717,101
11727,0
11739,0
11749,104
11759,4
11770,0
11781,30
11791,0
11802,102
11812,5
11824,0
11834,103
11844,0
11855,0
11866,103
11876,0
11887,103
11897,30
11908,0
11919,100
11929,0
11939,0
11951,99
11961,0
11971,0
11982,17
11993,0
12003,103
12014,0
12024,0
12035,103
12046,0
12056,9
12066,100
12078,0
12088,102
12099,12
12109,0
12120,92
12131,0
12141,0
12151,75
12163,0
12173,0
12183,6
12194,0
12205,102
12215,0
12226,0
12236,60
12247,0
12258,2
12268,64
12278,0
12290,100
12300,2
12310,32
12321,91
12332,0
12342,104
12353,112
12363,0
12375,101
12385,41
12395,0
12406,109
12417,0
12427,0
12438,100
12448,0
12459,0
12470,53
12480,0
12490,108
12502,0
12512,0
12522,69
12533,0
12544,0
12554,94
12565,0
12575,103
12587,0
12597,0
12607,101
12618,0
12628,0
12639,98
12650,3
12660,0
12670,24
12682,0
12692,106
12702,0
12713,73
12724,62
12734,0
12745,0
12755,64
12766,0
12777,102
12787,9
12797,0
12809,102
12819,4
12829,0
12840,87
12851,0
12861,101
12872,14
12882,0
12894,104
12904,0
12914,81
12925,71
12936,0
12946,103
12957,21
12967,0
12978,98
12989,0
12999,0
13009,84
13021,0
13031,0
13041,41
13052,3
13063,106
13073,15
13084,0
13094,70
13106,0
13116,0
13126,47
13137,0
13148,103
13158,11
13169,0
13179,101
13190,2
13201,0
13211,33
13221,0
13233,0
13243,54
13253,0
13264,106
13275,3
13285,42
13296,68
13306,7
13317,0
13328,103
13338,4
13348,107
13360,26
13370,0
13381,98
13391,0
13402,85
13413,102
13423,10
13433,112
13445,50
13455,1
13465,104
13476,0
13487,46
13498,106
13508,0
13518,0
13530,65
13540,1
13550,104
13561,18
13572,0
13582,101
13593,2
13603,93
13614,102
13625,10
13635,112
13646,58
13657,11
13667,112
13678,14
13688,58
13700,117
13710,18
13720,116
13731,117
13742,0
13752,101
13763,24
13773,3
13785,108
13795,9
13805,97
13816,107
13827,0
13837,103
13848,60
13858,4
13869,108
13880,10
13890,51
13901,115
13912,0
13922,6
13933,99
13943,0
13954,102
13965,11
13975,0
13985,101
13997,0
14007,0
14017,70
14028,1
14039,0
14049,37
14060,0
14070,98
14082,0
14092,0
14102,86
14112,0
14124,102
14134,79
14145,0
14155,103
14166,10
14177,0
14187,52
14197,0
14209,0
14219,48
14229,4
14240,107
14251,31
14261,2
14272,108
14282,9
14292,90
14304,96
14314,18
14325,118
14336,79
14346,0
14357,100
14367,7
14377,45
14389,106
14399,10
14410,110
14420,107
14431,10
14442,116
14452,45
14462,16
14474,103
14484,15
14495,92
14505,109
14516,21
14527,3
14537,68
14547,3
14559,107
14569,14
14580,0
14590,99
14601,2
14612,105
14622,102
14632,0
14644,102
14654,28
14664,3
14675,106
14686,8
14696,86
14707,103
14717,17
14729,117
14739,86
14749,0
14760,100
14771,8
14781,39
14792,105
14802,0
14814,100
14824,76
14834,5
14845,109
14856,20
14866,0
14877,104
14887,7
14898,44
14909,102
14919,13
14930,116
14941,83
14951,0
14962,101
14972,0
14983,0
14994,93
15004,0
15014,0
15026,93
15036,0
15046,101
15057,20
15068,0
15078,106
15089,0
15099,0
15111,93
15121,0
15131,101
15142,32
15153,0
15163,103
15174,0
15184,47
15195,70
15206,0
15216,0
15226,93
15238,0
15248,103
15259,11
15269,0
15280,101
15291,0
15301,0
15311,94
15323,5
15333,107
15343,0
15354,0
15365,105
15375,0
15386,0
15396,60
15407,0
15418,0
15428,69
15438,0
15450,100
15460,7
15470,0
15481,100
15492,2
15502,0
15513,93
15523,0
15534,100
15545,24
15555,0
15566,99
15577,0
15587,0
15598,91
15608,0
15619,103
15630,0
15640,0
15650,103
15662,0
15672,0
15682,65
15693,2
15704,108
15714,73
15725,2
15735,103
15747,9
15757,0
15767,99
15778,0
15789,95
15799,51
15810,0
15820,102
15831,37
15842,5
15852,109
15862,10
15874,0
15884,97
15894,3
15905,107
15916,82
15927,6
15937,112
15947,10
15959,28
15969,110
15979,10
15990,108
16001,112
16012,15
16022,118
16032,53
16044,16
16054,118
16064,18
16075,79
16086,124
16097,0
16107,103
16117,97
16129,0
16139,102
16149,9
16160,0
16171,105
16181,5
16192,97
16202,109
16214,7
16224,111
16234,46
16245,10
16256,113
16266,14
16277,0
16287,107
16299,6
16309,109
16319,97
16330,0
16340,102
16351,12
16362,15
16372,109
16382,7
16394,102
16404,69
16415,14
16425,116
16436,53
16447,13
16457,110
16467,12
16479,0
16489,103
16500,3
16510,106
16521,98
16532,8
16542,112
16552,20
16564,0
16574,63
16584,0
16595,96
16606,100
16617,1
16627,6
16637,27
16649,0
16659,100
16669,2
16680,68
16691,109
16701,0
16712,0
16722,61
16733,0
16744,99
16754,5
16764,34
16776,109
16786,6
16796,108
16807,112
16818,11
16829,114
16839,39
16849,0
16861,104
16871,3
16881,80
16892,86
16903,10
16914,111
16924,81
16934,12
16946,115
16956,0
16966,0
16977,100
16988,2
16998,16
17009,108
17019,0
17031,102
17041,27
17051,3
17062,110
17073,7
17083,89
17094,112
17104,13
17115,116
17126,80
17136,13
17147,118
17158,16
17168,0
17179,111
17189,11
17200,111
17211,115
17221,15
17232,119
17243,47
17253,14
17264,118
17274,18
17286,91
17296,120
17306,22
17317,124
17328,107
17339,21
17349,125
17359,25
17371,26
17381,126
17391,12
17402,106
17413,116
17424,17
17434,120
17444,61
17456,15
17466,121
17477,0
17487,46
17498,108
17509,0
17519,101
17529,104
17541,6
17551,109
17562,24
17572,7
17583,111
17594,10
17604,97
17614,63
17626,14
17636,118
17647,69
17657,17
17668,118
17679,0
17689,46
17699,107
17711,0
17721,101
17731,103
17742,0
17753,105
17764,18
17774,0
17784,104
17796,5
17806,88
17816,108
17827,9
17838,113
17849,51
17859,0
17869,105
17881,8
17891,54
17901,112
17912,9
17923,112
17933,118
17944,15
17954,116
17966,33
17976,12
17986,116
17997,15
18008,97
18019,118
18029,20
18039,123
18051,85
18061,0
18071,102
18082,0
18093,34
18104,104
18114,0
18124,99
18136,106
18146,5
18156,109
18167,32
18178,7
18188,111
18199,10
18209,92
18221,116
18231,14
18241,0
18252,58
18263,0
18273,106
18284,0
18294,40
18305,106
18316,7
18326,108
18337,112
18348,8
18358,113
18369,25
18379,10
18390,115
18401,13
18411,93
18422,118
18433,19
18443,121
18454,89
18464,18
18475,121
18486,24
18496,0
18507,103
18518,0
18528,0
18539,100
18549,0
18560,100
18571,22
18581,1
18591,105
18603,7
18613,0
18624,51
18634,0
18644,103
18656,56
18666,0
18676,106
18688,8
18698,0
18708,102
18719,1
18729,105
18740,111
18751,1
18761,107
18772,27
18783,0
18793,100
18804,0
18814,82
18825,103
18836,5
18846,109
18857,65
18868,8
18878,110
18889,0
18899,41
18910,108
18921,0
18931,100
18941,105
18953,0
18963,102
18974,16
18984,0
18995,99
19006,0
19016,0
19026,53
19038,0
19048,103
19058,51
19069,4
19080,110
19090,0
19101,51
19111,107
19123,3
19133,108
19143,108
19154,0
19165,100
19175,16
19186,2
19196,108
19208,0
19218,83
19228,101
19239,0
19250,22
19260,7
19271,0
19281,105
19292,0
19303,57
19313,107
19323,4
19335,107
19345,97
19356,9
19366,112
19377,21
19388,0
19398,101
19408,0
19420,0
19430,95
19440,0
19451,105
19462,37
19472,5
19483,110
19493,0
19504,73
19515,108
19525,7
19536,0
19547,68
19557,0
19568,102
19578,7
19589,33
19600,87
19610,6
19620,0
19632,54
19642,0
19652,102
19663,0
19674,0
19684,104
19695,0
19705,0
19716,95
19727,0
19737,100
19748,66
19759,0
19769,105
19780,8
19790,53
19801,75
19812,0
19822,104
19832,76
19844,0
19854,100
19864,9
19875,0
19886,102
19897,1
19907,94
19917,100
19929,0
19939,102
19949,48
19960,5
19971,108
19981,9
19992,70
20002,115
20014,14
20024,116
20034,111
20045,0
20056,101
20066,8
20077,0
20087,99
20098,0
20109,0
20119,96
20129,0
20141,101
20151,25
20162,0
20172,100
20183,0
20194,64
20204,104
20214,2
20226,108
20236,88
20246,0
20257,101
20268,3
20278,0
20289,101
20299,0
20311,1
20321,101
20331,0
20342,102
20353,28
20363,0
20374,105
20384,0
20395,76
20406,104
20416,0
20426,0
20438,38
20448,0
20458,103
20469,0
20480,0
20491,100
20501,0
20511,2
20523,72
20533,0
20543,101
20554,14
20564,0
20575,98
20586,0
20596,0
20606,97
20618,0
20628,103
20638,31
20649,0
20660,101
20671,0
20681,0
20691,71
20703,9
20713,0
20723,78
20734,0
20745,103
20755,3
20766,0
20776,67
20787,0
20798,0
20808,99
20818,0
20830,102
20840,5
20850,0
20861,104
20872,3
20882,0
20893,91
20903,0
20914,0
20925,38
20935,0
20945,99
20957,0
20967,57
20977,107
20988,0
20999,100
21009,45
21020,0
21030,103
21042,5
21052,0
21062,88
21073,0
21084,0
21094,76
21105,0
21115,0
21126,11
21137,0
21147,97
21157,0
21169,0
21179,99
21189,0
21200,100
21211,19
21221,0
21232,98
21242,6
21253,0
21264,103
21274,0
21284,99
21296,52
21306,0
21316,102
21327,9
21338,3
21348,107
21359,0
21369,88
21381,89
21391,0
21401,0
21412,37
21423,0
21433,100
21444,2
21454,0
21465,100
21476,0
21486,0
21496,77
21508,0
21518,102
21528,0
21539,19
21550,104
21560,0
21571,0
21581,98
21592,0
21603,101
21613,29
21624,0
21635,101
21645,0
21656,0
21666,51
21677,0
21688,0
21698,9
21708,0
21720,104
21730,0
21740,0
21751,102
21762,0
21772,101
21783,105
21793,0
21804,101
21815,32
21825,11
21836,118
21847,0
21857,0
21868,42
21878,0
21889,102
21900,5
21910,0
21920,101
21932,0
21942,0
21952,94
21963,0
21974,0
21984,76
21995,0
22005,99
